Pokedex_ID,Name,HP,Attack,Defense,SpAtk,SpDef,Speed,Total_Stats,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
151,Mew,100,100,100,100,100,100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,Chikorita,45,49,65,49,65,45,318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,Bayleef,60,62,80,63,80,60,405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154,Meganium,80,82,100,83,100,80,525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,Cyndaquil,39,52,43,60,50,65,309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,Quilava,58,64,58,80,65,80,405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Typhlosion,78,84,78,109,85,100,534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Typhlosion-Hisui,73,84,78,119,85,95,534,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
158,Totodile,50,65,64,44,48,43,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,Croconaw,65,80,80,59,63,58,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,Feraligatr,85,105,100,79,83,78,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,Sentret,35,46,34,35,45,20,215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162,Furret,85,76,64,45,55,90,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,Hoothoot,60,30,30,36,56,50,262,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
164,Noctowl,100,50,50,86,96,70,452,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
165,Ledyba,40,20,30,40,80,55,265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Ledian,55,35,50,55,110,85,390,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,Spinarak,40,60,40,40,40,30,250,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,Ariados,70,90,70,60,70,40,400,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,Crobat,85,90,80,70,80,130,535,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
170,Chinchou,75,38,38,56,56,67,330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,Lanturn,125,58,58,76,76,67,460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,Pichu,20,40,15,35,35,60,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Pichu-Spiky-eared,20,40,15,35,35,60,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Cleffa,50,25,28,45,55,15,218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Igglybuff,90,30,15,40,20,15,210,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
175,Togepi,35,20,65,40,65,20,245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Togetic,55,40,85,80,105,40,405,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
177,Natu,40,50,45,70,45,70,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
178,Xatu,65,75,70,95,70,95,470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
179,Mareep,55,40,40,65,45,35,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Flaaffy,70,55,55,80,60,45,365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Ampharos,90,75,85,115,90,55,510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Ampharos-Mega,90,95,105,165,110,45,610,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Bellossom,75,80,95,90,100,50,490,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,Marill,70,20,50,20,50,40,250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
184,Azumarill,100,50,80,60,80,50,420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
185,Sudowoodo,70,100,115,30,65,30,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,Politoed,90,75,75,90,100,70,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,Hoppip,35,35,40,35,55,50,250,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
188,Skiploom,55,45,50,45,65,80,340,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
189,Jumpluff,75,55,70,55,95,110,460,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
190,Aipom,55,70,55,40,55,85,360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,Sunkern,30,30,30,30,30,30,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,Sunflora,75,75,55,105,85,30,425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,Yanma,65,65,45,75,45,95,390,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,Wooper,55,45,45,25,25,15,210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
194,Wooper-Paldea,55,45,45,25,25,15,210,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
195,Quagsire,95,85,85,65,65,35,430,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
196,Espeon,65,65,60,130,95,110,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,Umbreon,95,65,110,60,130,65,525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Murkrow,60,85,42,85,42,91,405,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,Slowking,95,75,80,100,110,30,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
199,Slowking-Galar,95,65,80,110,110,30,490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
200,Misdreavus,60,60,60,85,85,85,435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,Unown,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-B,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-C,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-D,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-E,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-F,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-G,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-H,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-I,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-J,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-K,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-L,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-M,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-N,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-O,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-P,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-Q,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-R,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-S,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-T,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-U,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-V,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-W,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-X,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-Y,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-Z,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-Exclamation,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown-Question,48,72,48,72,48,48,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,Wobbuffet,190,33,58,33,58,33,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,Girafarig,70,80,65,90,65,85,455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
204,Pineco,50,65,90,35,35,15,290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Forretress,75,90,140,60,60,40,465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,Dunsparce,100,70,70,65,65,45,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,Gligar,65,75,105,35,65,85,430,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
208,Steelix,75,85,200,55,65,30,510,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
208,Steelix-Mega,75,125,230,55,95,30,610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
209,Snubbull,60,80,50,40,40,30,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Granbull,90,120,75,60,60,45,450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Qwilfish,65,95,85,55,55,85,440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,Qwilfish-Hisui,65,95,85,55,55,85,440,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212,Scizor,70,130,100,55,80,65,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,Scizor-Mega,70,150,140,65,100,75,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,Shuckle,20,10,230,10,230,5,505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,Heracross,80,125,75,40,95,85,500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,Heracross-Mega,80,185,115,40,105,75,600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,Sneasel,55,95,55,35,75,115,430,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,Sneasel-Hisui,55,95,55,35,75,115,430,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
216,Teddiursa,60,80,50,50,50,40,330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,Ursaring,90,130,75,75,75,55,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
218,Slugma,40,40,40,70,40,20,250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,Magcargo,60,50,120,90,80,30,430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
220,Swinub,50,50,40,30,30,50,250,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
221,Piloswine,100,100,80,60,60,50,450,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
222,Corsola,65,55,95,65,95,35,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
222,Corsola-Galar,60,55,100,65,100,30,410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,Remoraid,35,65,35,65,35,65,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,Octillery,75,105,75,105,75,45,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,Delibird,45,55,45,65,45,75,330,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
226,Mantine,85,40,70,80,140,70,485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
227,Skarmory,65,80,140,40,70,70,465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
228,Houndour,45,60,30,80,50,65,330,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,Houndoom,75,90,50,110,80,95,500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,Houndoom-Mega,75,90,90,140,90,115,600,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230,Kingdra,75,95,95,95,95,85,540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,Phanpy,90,60,60,40,40,40,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,Donphan,90,120,120,60,60,50,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,Porygon2,85,80,90,105,95,60,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
234,Stantler,73,95,62,85,65,85,465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,Smeargle,55,20,35,20,45,75,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,Tyrogue,35,35,35,35,35,35,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,Hitmontop,50,95,95,35,110,70,455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,Smoochum,45,30,15,85,65,65,305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
239,Elekid,45,63,37,65,55,95,360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Magby,45,75,37,70,55,83,365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,Miltank,95,80,105,40,70,100,490,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,Blissey,255,10,10,75,135,55,540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
243,Raikou,90,85,75,115,100,115,580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Entei,115,115,85,90,75,100,580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,Suicune,100,75,115,90,115,85,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,Larvitar,50,64,50,45,50,41,300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
247,Pupitar,70,84,70,65,70,51,410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
248,Tyranitar,100,134,110,95,100,61,600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,Tyranitar-Mega,100,164,150,95,120,71,700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,Lugia,106,90,130,90,154,110,680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
250,Ho-Oh,106,130,90,110,154,90,680,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
251,Celebi,100,100,100,100,100,100,600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
252,Treecko,40,45,35,65,55,70,310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,Grovyle,50,65,45,85,65,95,405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,Sceptile,70,85,65,105,85,120,530,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,Sceptile-Mega,70,110,75,145,85,145,630,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255,Torchic,45,60,40,70,50,45,310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,Combusken,60,85,60,85,60,55,405,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
257,Blaziken,80,120,70,110,70,80,530,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
257,Blaziken-Mega,80,160,80,130,80,100,630,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
258,Mudkip,50,70,50,50,50,40,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,Marshtomp,70,85,70,60,70,50,405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,Swampert,100,110,90,85,90,60,535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,Swampert-Mega,100,150,110,95,110,70,635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
261,Poochyena,35,55,35,30,30,35,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Mightyena,70,90,70,60,60,70,420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Zigzagoon,38,30,41,30,41,60,240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,Zigzagoon-Galar,38,30,41,30,41,60,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,Linoone,78,70,61,50,61,100,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,Linoone-Galar,78,70,61,50,61,100,420,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,Wurmple,45,45,35,20,30,20,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Silcoon,50,35,55,25,25,15,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Beautifly,60,70,50,100,50,65,395,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,Cascoon,50,35,55,25,25,15,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Dustox,60,50,70,50,90,65,385,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,Lotad,40,30,30,40,50,30,220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271,Lombre,60,50,50,60,70,50,340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272,Ludicolo,80,70,70,90,100,70,480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273,Seedot,40,40,50,30,30,30,220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,Nuzleaf,70,70,40,60,40,60,340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,Shiftry,90,100,60,90,60,80,480,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,Taillow,40,55,30,30,30,85,270,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
277,Swellow,60,85,60,75,50,125,455,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
278,Wingull,40,30,30,55,30,85,270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,Pelipper,60,50,100,95,70,65,440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
280,Ralts,28,25,25,45,35,40,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
281,Kirlia,38,35,35,65,55,50,278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
282,Gardevoir,68,65,65,125,115,80,518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
282,Gardevoir-Mega,68,85,65,165,135,100,618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
283,Surskit,40,30,32,50,52,65,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Masquerain,70,60,62,100,82,80,454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,Shroomish,60,40,60,40,60,35,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,Breloom,60,130,80,60,60,70,460,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
287,Slakoth,60,60,60,35,35,30,280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,Vigoroth,80,80,80,55,55,90,440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,Slaking,150,160,100,95,65,100,670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,Nincada,31,45,90,30,30,40,266,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,Ninjask,61,90,45,50,50,160,456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Shedinja,1,90,45,30,30,40,236,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293,Whismur,64,51,23,51,23,28,240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,Loudred,84,71,43,71,43,48,360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,Exploud,104,91,63,91,73,68,490,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,Makuhita,72,60,30,20,30,25,237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,Hariyama,144,120,60,40,60,50,474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,Azurill,50,20,40,20,40,20,190,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
299,Nosepass,30,45,135,45,90,30,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,Skitty,50,45,45,35,35,50,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301,Delcatty,70,65,65,55,55,90,400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
302,Sableye,50,75,75,65,65,50,380,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
302,Sableye-Mega,50,85,125,85,115,20,480,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,Mawile,50,85,85,55,55,50,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
303,Mawile-Mega,50,105,125,55,95,50,480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
304,Aron,50,70,100,40,40,30,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
305,Lairon,60,90,140,50,50,40,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
306,Aggron,70,110,180,60,60,50,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
306,Aggron-Mega,70,140,230,60,80,50,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,Meditite,30,40,55,40,55,60,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
308,Medicham,60,60,75,60,75,80,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
308,Medicham-Mega,60,100,85,80,85,100,510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
309,Electrike,40,45,40,65,40,65,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Manectric,70,75,60,105,60,105,475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Manectric-Mega,70,75,80,135,80,135,575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Plusle,60,50,40,85,75,95,405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Minun,60,40,50,75,85,95,405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Volbeat,65,73,75,47,85,85,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Illumise,65,47,75,73,85,85,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Roselia,50,60,45,100,80,65,400,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
316,Gulpin,70,43,53,43,53,40,302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
317,Swalot,100,73,83,73,83,55,467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,Carvanha,45,90,20,65,20,65,305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,Sharpedo,70,120,40,95,40,95,460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,Sharpedo-Mega,70,140,70,110,65,105,560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,Wailmer,130,70,35,70,35,60,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,Wailord,170,90,45,90,45,60,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,Numel,60,60,40,65,45,35,305,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
323,Camerupt,70,100,70,105,75,40,460,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
323,Camerupt-Mega,70,120,100,145,105,20,560,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
324,Torkoal,70,85,140,85,70,20,470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,Spoink,60,25,35,70,80,60,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,Grumpig,80,45,65,90,110,80,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,Spinda,60,60,60,60,60,60,360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328,Trapinch,45,100,45,45,45,10,290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329,Vibrava,50,70,50,50,50,70,340,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,Flygon,80,100,80,80,80,100,520,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,Cacnea,50,85,40,85,40,35,335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,Cacturne,70,115,60,115,60,55,475,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,Swablu,45,40,60,40,75,50,310,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
334,Altaria,75,70,90,70,105,80,490,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Altaria-Mega,75,110,110,110,105,80,590,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
